x,y,vx,vy,objet_raquette_2
352,152,-15,-15,340
337,137,-15,-15,340
322,122,-15,-15,340
307,107,-15,-15,340
292,92,-15,-15,340
277,107,-15,15,340
262,122,-15,15,340
247,137,-15,15,340
232,152,-15,15,340
217,167,-15,15,340
202,182,-15,15,340
187,197,-15,15,340
172,212,-15,15,340
157,227,-15,15,340
142,242,-15,15,340
127,257,-15,15,340
112,272,-15,15,340
97,287,-15,15,340
82,302,-15,15,340
67,317,-15,15,340
52,332,-15,15,340
67,347,15,15,340
82,362,15,15,340
97,377,15,15,340
112,392,15,15,340
127,407,15,15,340
142,422,15,15,340
157,437,15,15,340
172,452,15,15,340
187,467,15,15,340
202,482,15,15,340
217,467,15,-15,340
232,452,15,-15,340
247,437,15,-15,330
262,422,15,-15,330
277,407,15,-15,330
292,392,15,-15,330
307,377,15,-15,320
322,362,15,-15,320
337,347,15,-15,320
352,332,15,-15,320
367,317,15,-15,310
382,302,15,-15,310
397,287,15,-15,310
412,272,15,-15,310
427,257,15,-15,300
442,242,15,-15,300
457,227,15,-15,300
472,212,15,-15,300
487,197,15,-15,300
502,182,15,-15,300
517,167,15,-15,300
532,152,15,-15,300
547,137,15,-15,300
562,122,15,-15,300
577,107,15,-15,300
592,92,15,-15,310
607,107,15,15,310
622,122,15,15,310
637,137,15,15,310
652,152,15,15,310
667,167,15,15,310
682,182,15,15,320
697,197,15,15,320
712,212,15,15,320
727,227,15,15,330
742,242,15,15,330
757,257,15,15,330
772,272,15,15,340
787,287,15,15,340
802,302,15,15,340
817,317,15,15,350
832,332,15,15,350
847,347,15,15,350
862,362,15,15,360
877,377,15,15,360
892,392,15,15,360
907,407,15,15,370
922,422,15,15,370
907,437,-15,15,370
892,452,-15,15,370
877,467,-15,15,370
862,482,-15,15,370
847,467,-15,-15,370
832,452,-15,-15,370
817,437,-15,-15,370
802,422,-15,-15,370
787,407,-15,-15,370
772,392,-15,-15,370
757,377,-15,-15,370
742,362,-15,-15,370
727,347,-15,-15,370
712,332,-15,-15,370
697,317,-15,-15,370
682,302,-15,-15,370
667,287,-15,-15,370
652,272,-15,-15,370
637,257,-15,-15,370
622,242,-15,-15,370
607,227,-15,-15,370
592,212,-15,-15,370
577,197,-15,-15,370
562,182,-15,-15,370
547,167,-15,-15,370
532,152,-15,-15,370
517,137,-15,-15,370
502,122,-15,-15,370
487,107,-15,-15,370
472,92,-15,-15,370
457,107,-15,15,370
442,122,-15,15,370
427,137,-15,15,370
412,152,-15,15,370
397,167,-15,15,370
382,182,-15,15,370
367,197,-15,15,370
352,212,-15,15,370
337,227,-15,15,370
322,242,-15,15,370
307,257,-15,15,370
292,272,-15,15,370
277,287,-15,15,370
262,302,-15,15,370
247,317,-15,15,370
232,332,-15,15,370
217,347,-15,15,370
202,362,-15,15,370
187,377,-15,15,370
172,392,-15,15,370
157,407,-15,15,370
142,422,-15,15,370
127,437,-15,15,370
112,452,-15,15,370
97,467,-15,15,370
82,482,-15,15,370
67,467,-15,-15,370
52,452,-15,-15,370
37,437,-15,-15,370
52,422,15,-15,370
37,407,-15,-15,370
52,392,15,-15,370
37,377,-15,-15,370
52,362,15,-15,370
37,347,-15,-15,370
52,332,15,-15,370
37,317,-15,-15,370
22,302,-15,-15,370
7,287,-15,-15,370
-8,272,-15,-15,370
-23,257,-15,-15,370
-38,242,-15,-15,370
472,272,-15,-15,370
457,257,-15,-15,370
442,242,-15,-15,370
427,227,-15,-15,370
412,212,-15,-15,370
397,197,-15,-15,370
382,182,-15,-15,370
367,167,-15,-15,370
352,152,-15,-15,370
337,137,-15,-15,370
322,122,-15,-15,370
307,107,-15,-15,370
292,92,-15,-15,370
277,107,-15,15,370
262,122,-15,15,370
247,137,-15,15,370
232,152,-15,15,370
217,167,-15,15,370
202,182,-15,15,370
187,197,-15,15,370
172,212,-15,15,370
157,227,-15,15,370
142,242,-15,15,370
127,257,-15,15,370
112,272,-15,15,370
97,287,-15,15,370
82,302,-15,15,370
67,317,-15,15,370
52,332,-15,15,370
67,347,15,15,370
82,362,15,15,370
97,377,15,15,370
112,392,15,15,370
127,407,15,15,370
142,422,15,15,370
157,437,15,15,370
172,452,15,15,370
187,467,15,15,370
202,482,15,15,370
217,467,15,-15,360
232,452,15,-15,360
247,437,15,-15,360
262,422,15,-15,360
277,407,15,-15,360
292,392,15,-15,350
307,377,15,-15,350
322,362,15,-15,350
337,347,15,-15,350
352,332,15,-15,340
367,317,15,-15,340
382,302,15,-15,340
397,287,15,-15,330
412,272,15,-15,330
427,257,15,-15,330
442,242,15,-15,330
457,227,15,-15,320
472,212,15,-15,320
487,197,15,-15,320
502,182,15,-15,310
517,167,15,-15,310
532,152,15,-15,310
547,137,15,-15,300
562,122,15,-15,300
577,107,15,-15,300
592,92,15,-15,290
607,107,15,15,290
622,122,15,15,290
637,137,15,15,290
652,152,15,15,290
667,167,15,15,290
682,182,15,15,290
697,197,15,15,290
712,212,15,15,290
727,227,15,15,290
742,242,15,15,290
757,257,15,15,290
772,272,15,15,300
787,287,15,15,300
802,302,15,15,300
817,317,15,15,310
832,332,15,15,310
847,347,15,15,310
862,362,15,15,310
877,377,15,15,320
892,392,15,15,320
907,407,15,15,320
922,422,15,15,330
907,437,-15,15,330
892,452,-15,15,330
877,467,-15,15,330
862,482,-15,15,330
847,467,-15,-15,330
832,452,-15,-15,330
817,437,-15,-15,330
802,422,-15,-15,330
787,407,-15,-15,330
772,392,-15,-15,330
757,377,-15,-15,330
742,362,-15,-15,330
727,347,-15,-15,330
712,332,-15,-15,330
697,317,-15,-15,330
682,302,-15,-15,330
667,287,-15,-15,330
652,272,-15,-15,330
637,257,-15,-15,330
622,242,-15,-15,330
607,227,-15,-15,330
592,212,-15,-15,330
577,197,-15,-15,330
562,182,-15,-15,330
547,167,-15,-15,330
532,152,-15,-15,330
517,137,-15,-15,330
502,122,-15,-15,330
487,107,-15,-15,330
472,92,-15,-15,330
457,107,-15,15,330
442,122,-15,15,330
427,137,-15,15,330
412,152,-15,15,330
397,167,-15,15,330
382,182,-15,15,330
367,197,-15,15,330
352,212,-15,15,330
337,227,-15,15,330
322,242,-15,15,330
307,257,-15,15,330
292,272,-15,15,330
277,287,-15,15,330
262,302,-15,15,330
247,317,-15,15,330
232,332,-15,15,330
217,347,-15,15,330
202,362,-15,15,330
187,377,-15,15,330
172,392,-15,15,330
157,407,-15,15,330
142,422,-15,15,330
127,437,-15,15,330
112,452,-15,15,330
97,467,-15,15,330
82,482,-15,15,330
67,467,-15,-15,330
52,452,-15,-15,330
37,437,-15,-15,330
52,422,15,-15,330
37,407,-15,-15,330
52,392,15,-15,330
37,377,-15,-15,330
52,362,15,-15,330
37,347,-15,-15,330
52,332,15,-15,330
37,317,-15,-15,330
22,302,-15,-15,330
7,287,-15,-15,330
-8,272,-15,-15,330
-23,257,-15,-15,330
-38,242,-15,-15,330
472,272,-15,-15,330
457,257,-15,-15,330
442,242,-15,-15,330
427,227,-15,-15,330
412,212,-15,-15,330
397,197,-15,-15,330
382,182,-15,-15,330
367,167,-15,-15,330
352,152,-15,-15,330
337,137,-15,-15,330
322,122,-15,-15,330
307,107,-15,-15,330
292,92,-15,-15,330
277,107,-15,15,330
262,122,-15,15,330
247,137,-15,15,330
232,152,-15,15,330
217,167,-15,15,330
202,182,-15,15,330
187,197,-15,15,330
172,212,-15,15,330
157,227,-15,15,330
142,242,-15,15,330
127,257,-15,15,330
112,272,-15,15,330
97,287,-15,15,330
82,302,-15,15,330
67,317,-15,15,330
52,332,-15,15,330
67,347,15,15,330
82,362,15,15,330
97,377,15,15,330
112,392,15,15,330
127,407,15,15,330
142,422,15,15,330
157,437,15,15,330
172,452,15,15,330
187,467,15,15,330
202,482,15,15,330
217,467,15,-15,330
232,452,15,-15,330
247,437,15,-15,330
262,422,15,-15,330
277,407,15,-15,330
292,392,15,-15,320
307,377,15,-15,320
322,362,15,-15,320
337,347,15,-15,320
352,332,15,-15,310
367,317,15,-15,310
382,302,15,-15,310
397,287,15,-15,310
412,272,15,-15,310
427,257,15,-15,310
442,242,15,-15,310
457,227,15,-15,310
472,212,15,-15,310
487,197,15,-15,310
502,182,15,-15,310
517,167,15,-15,310
532,152,15,-15,310
547,137,15,-15,310
562,122,15,-15,310
577,107,15,-15,310
592,92,15,-15,320
607,107,15,15,320
622,122,15,15,320
637,137,15,15,330
652,152,15,15,330
667,167,15,15,330
682,182,15,15,340
697,197,15,15,340
712,212,15,15,340
727,227,15,15,350
742,242,15,15,350
757,257,15,15,350
772,272,15,15,360
787,287,15,15,360
802,302,15,15,360
817,317,15,15,370
832,332,15,15,370
847,347,15,15,380
862,362,15,15,380
877,377,15,15,380
892,392,15,15,380
907,407,15,15,390
922,422,15,15,390
907,437,-15,15,390
892,452,-15,15,390
877,467,-15,15,390
862,482,-15,15,390
847,467,-15,-15,390
832,452,-15,-15,390
817,437,-15,-15,390
802,422,-15,-15,390
787,407,-15,-15,390
772,392,-15,-15,390
757,377,-15,-15,390
742,362,-15,-15,390
727,347,-15,-15,390
712,332,-15,-15,390
697,317,-15,-15,390
682,302,-15,-15,390
667,287,-15,-15,390
652,272,-15,-15,390
637,257,-15,-15,390
622,242,-15,-15,390
607,227,-15,-15,390
592,212,-15,-15,390
577,197,-15,-15,390
562,182,-15,-15,390
547,167,-15,-15,390
532,152,-15,-15,390
517,137,-15,-15,390
502,122,-15,-15,390
487,107,-15,-15,390
472,92,-15,-15,390
457,107,-15,15,390
442,122,-15,15,390
427,137,-15,15,390
412,152,-15,15,390
397,167,-15,15,390
382,182,-15,15,390
367,197,-15,15,390
352,212,-15,15,390
337,227,-15,15,390
322,242,-15,15,390
307,257,-15,15,390
292,272,-15,15,390
277,287,-15,15,390
262,302,-15,15,390
247,317,-15,15,390
232,332,-15,15,390
217,347,-15,15,390
202,362,-15,15,390
187,377,-15,15,390
172,392,-15,15,390
157,407,-15,15,390
142,422,-15,15,390
127,437,-15,15,390
112,452,-15,15,390
97,467,-15,15,390
82,482,-15,15,390
67,467,-15,-15,390
52,452,-15,-15,390
67,437,15,-15,390
82,422,15,-15,390
97,407,15,-15,390
112,392,15,-15,390
127,377,15,-15,390
142,362,15,-15,390
157,347,15,-15,390
172,332,15,-15,390
187,317,15,-15,390
202,302,15,-15,390
217,287,15,-15,390
232,272,15,-15,390
247,257,15,-15,390
262,242,15,-15,380
277,227,15,-15,380
292,212,15,-15,380
307,197,15,-15,380
322,182,15,-15,380
337,167,15,-15,370
352,152,15,-15,370
367,137,15,-15,370
382,122,15,-15,360
397,107,15,-15,360
412,92,15,-15,360
427,107,15,15,360
442,122,15,15,350
457,137,15,15,350
472,152,15,15,350
487,167,15,15,350
502,182,15,15,350
517,197,15,15,350
532,212,15,15,350
547,227,15,15,360
562,242,15,15,360
577,257,15,15,360
592,272,15,15,360
607,287,15,15,370
622,302,15,15,370
637,317,15,15,370
652,332,15,15,380
667,347,15,15,380
682,362,15,15,390
697,377,15,15,390
712,392,15,15,390
727,407,15,15,390
742,422,15,15,390
757,437,15,15,390
772,452,15,15,390
787,467,15,15,390
802,482,15,15,390
817,467,15,-15,390
832,452,15,-15,390
847,437,15,-15,390
862,422,15,-15,390
877,407,15,-15,390
892,392,15,-15,390
907,377,15,-15,390
922,362,15,-15,390
907,347,-15,-15,390
892,332,-15,-15,390
877,317,-15,-15,390
862,302,-15,-15,390
847,287,-15,-15,390
832,272,-15,-15,390
817,257,-15,-15,390
802,242,-15,-15,390
787,227,-15,-15,390
772,212,-15,-15,390
757,197,-15,-15,390
742,182,-15,-15,390
727,167,-15,-15,390
712,152,-15,-15,390
697,137,-15,-15,390
682,122,-15,-15,390
667,107,-15,-15,390
652,92,-15,-15,390
637,107,-15,15,390
622,122,-15,15,390
607,137,-15,15,390
592,152,-15,15,390
577,167,-15,15,390
562,182,-15,15,390
547,197,-15,15,390
532,212,-15,15,390
517,227,-15,15,390
502,242,-15,15,390
487,257,-15,15,390
472,272,-15,15,390
457,287,-15,15,390
442,302,-15,15,390
427,317,-15,15,390
412,332,-15,15,390
397,347,-15,15,390
382,362,-15,15,390
367,377,-15,15,390
352,392,-15,15,390
337,407,-15,15,390
322,422,-15,15,390
307,437,-15,15,390
292,452,-15,15,390
277,467,-15,15,390
262,482,-15,15,390
247,467,-15,-15,390
232,452,-15,-15,390
217,437,-15,-15,390
202,422,-15,-15,390
187,407,-15,-15,390
172,392,-15,-15,390
157,377,-15,-15,390
142,362,-15,-15,390
127,347,-15,-15,390
112,332,-15,-15,390
97,317,-15,-15,390
82,302,-15,-15,390
67,287,-15,-15,390
52,272,-15,-15,390
67,257,15,-15,390
82,242,15,-15,390
97,227,15,-15,390
112,212,15,-15,390
127,197,15,-15,390
142,182,15,-15,390
157,167,15,-15,390
172,152,15,-15,390
187,137,15,-15,390
202,122,15,-15,390
217,107,15,-15,380
232,92,15,-15,380
247,107,15,15,380
262,122,15,15,380
277,137,15,15,370
292,152,15,15,370
307,167,15,15,370
322,182,15,15,360
337,197,15,15,360
352,212,15,15,360
367,227,15,15,350
382,242,15,15,350
397,257,15,15,350
412,272,15,15,340
427,287,15,15,340
442,302,15,15,340
457,317,15,15,330
472,332,15,15,330
487,347,15,15,330
502,362,15,15,320
517,377,15,15,320
532,392,15,15,310
547,407,15,15,310
562,422,15,15,310
577,437,15,15,300
592,452,15,15,300
607,467,15,15,290
622,482,15,15,290
637,467,15,-15,290
652,452,15,-15,280
667,437,15,-15,280
682,422,15,-15,280
697,407,15,-15,270
712,392,15,-15,270
727,377,15,-15,270
742,362,15,-15,260
757,347,15,-15,260
772,332,15,-15,260
787,317,15,-15,260
802,302,15,-15,250
817,287,15,-15,250
832,272,15,-15,250
847,257,15,-15,240
862,242,15,-15,240
877,227,15,-15,240
892,212,15,-15,230
907,197,15,-15,230
922,182,15,-15,220
937,167,15,-15,220
952,152,15,-15,220
967,137,15,-15,210
982,122,15,-15,210
997,107,15,-15,210
1012,92,15,-15,210
502,272,15,-15,210
517,257,15,-15,210
532,242,15,-15,210
547,227,15,-15,210
562,212,15,-15,210
577,197,15,-15,210
592,182,15,-15,210
607,167,15,-15,210
622,152,15,-15,210
637,137,15,-15,210
652,122,15,-15,210
667,107,15,-15,210
682,92,15,-15,210
697,107,15,15,200
712,122,15,15,200
727,137,15,15,200
742,152,15,15,200
757,167,15,15,200
772,182,15,15,200
787,197,15,15,200
802,212,15,15,210
817,227,15,15,210
832,242,15,15,210
847,257,15,15,210
862,272,15,15,220
877,287,15,15,220
892,302,15,15,220
907,317,15,15,230
922,332,15,15,230
937,347,15,15,230
952,362,15,15,240
967,377,15,15,240
982,392,15,15,240
997,407,15,15,240
1012,422,15,15,240
502,302,15,15,240
517,317,15,15,240
532,332,15,15,240
547,347,15,15,240
562,362,15,15,240
577,377,15,15,240
592,392,15,15,240
607,407,15,15,240
622,422,15,15,250
637,437,15,15,250
652,452,15,15,250
667,467,15,15,250
682,482,15,15,250
697,467,15,-15,260
712,452,15,-15,260
727,437,15,-15,260
742,422,15,-15,260
757,407,15,-15,270
772,392,15,-15,270
787,377,15,-15,270
802,362,15,-15,270
817,347,15,-15,270
832,332,15,-15,270
847,317,15,-15,270
862,302,15,-15,270
877,287,15,-15,260
892,272,15,-15,260
907,257,15,-15,260
922,242,15,-15,260
907,227,-15,-15,260
892,212,-15,-15,250
877,197,-15,-15,250
862,182,-15,-15,250
847,167,-15,-15,240
832,152,-15,-15,240
817,137,-15,-15,240
802,122,-15,-15,240
787,107,-15,-15,240
772,92,-15,-15,240
757,107,-15,15,240
742,122,-15,15,240
727,137,-15,15,240
712,152,-15,15,240
697,167,-15,15,240
682,182,-15,15,240
667,197,-15,15,240
652,212,-15,15,240
637,227,-15,15,240
622,242,-15,15,240
607,257,-15,15,240
592,272,-15,15,240
577,287,-15,15,240
562,302,-15,15,240
547,317,-15,15,240
532,332,-15,15,240
517,347,-15,15,240
502,362,-15,15,240
487,377,-15,15,240
472,392,-15,15,240
457,407,-15,15,240
442,422,-15,15,240
427,437,-15,15,240
412,452,-15,15,240
397,467,-15,15,240
382,482,-15,15,240
367,467,-15,-15,240
352,452,-15,-15,240
337,437,-15,-15,240
322,422,-15,-15,240
307,407,-15,-15,240
292,392,-15,-15,240
277,377,-15,-15,240
262,362,-15,-15,240
247,347,-15,-15,240
232,332,-15,-15,240
217,317,-15,-15,240
202,302,-15,-15,240
187,287,-15,-15,240
172,272,-15,-15,240
157,257,-15,-15,240
142,242,-15,-15,240
127,227,-15,-15,240
112,212,-15,-15,240
97,197,-15,-15,240
82,182,-15,-15,240
67,167,-15,-15,240
52,152,-15,-15,240
37,137,-15,-15,240
22,122,-15,-15,240
7,107,-15,-15,240
-8,92,-15,-15,240
-23,107,-15,15,240
-38,122,-15,15,240
472,302,-15,15,240
457,317,-15,15,240
442,332,-15,15,240
427,347,-15,15,240
412,362,-15,15,240
397,377,-15,15,240
382,392,-15,15,240
367,407,-15,15,230
352,422,-15,15,230
337,437,-15,15,230
322,452,-15,15,230
307,467,-15,15,230
292,482,-15,15,230
277,467,-15,-15,230
262,452,-15,-15,230
247,437,-15,-15,230
232,422,-15,-15,230
217,407,-15,-15,230
202,392,-15,-15,230
187,377,-15,-15,230
172,362,-15,-15,230
157,347,-15,-15,230
142,332,-15,-15,230
127,317,-15,-15,230
112,302,-15,-15,230
97,287,-15,-15,230
82,272,-15,-15,230
67,257,-15,-15,230
52,242,-15,-15,230
67,227,15,-15,230
82,212,15,-15,230
97,197,15,-15,230
112,182,15,-15,230
127,167,15,-15,230
142,152,15,-15,230
157,137,15,-15,230
172,122,15,-15,230
187,107,15,-15,230
202,92,15,-15,230
217,107,15,15,220
232,122,15,15,220
247,137,15,15,220
262,152,15,15,220
277,167,15,15,220
292,182,15,15,220
307,197,15,15,210
322,212,15,15,210
337,227,15,15,210
352,242,15,15,210
367,257,15,15,210
382,272,15,15,210
397,287,15,15,220
412,302,15,15,220
427,317,15,15,220
442,332,15,15,220
457,347,15,15,220
472,362,15,15,230
487,377,15,15,230
502,392,15,15,230
517,407,15,15,240
532,422,15,15,240
547,437,15,15,240
562,452,15,15,240
577,467,15,15,250
592,482,15,15,250
607,467,15,-15,250
622,452,15,-15,260
637,437,15,-15,260
652,422,15,-15,270
667,407,15,-15,270
682,392,15,-15,270
697,377,15,-15,270
712,362,15,-15,270
727,347,15,-15,270
742,332,15,-15,260
757,317,15,-15,260
772,302,15,-15,260
787,287,15,-15,260
802,272,15,-15,250
817,257,15,-15,250
832,242,15,-15,250
847,227,15,-15,240
862,212,15,-15,240
877,197,15,-15,240
892,182,15,-15,230
907,167,15,-15,230
922,152,15,-15,230
937,137,15,-15,220
952,122,15,-15,220
967,107,15,-15,220
982,92,15,-15,220
997,107,15,15,210
1012,122,15,15,210
502,302,15,15,210
517,317,15,15,210
532,332,15,15,210
547,347,15,15,210
562,362,15,15,210
577,377,15,15,210
592,392,15,15,210
607,407,15,15,210
622,422,15,15,210
637,437,15,15,210
652,452,15,15,200
667,467,15,15,200
682,482,15,15,200
697,467,15,-15,200
712,452,15,-15,200
727,437,15,-15,200
742,422,15,-15,200
757,407,15,-15,200
772,392,15,-15,200
787,377,15,-15,210
802,362,15,-15,210
817,347,15,-15,210
832,332,15,-15,210
847,317,15,-15,210
862,302,15,-15,210
877,287,15,-15,210
892,272,15,-15,210
907,257,15,-15,210
922,242,15,-15,210
907,227,-15,-15,210
892,212,-15,-15,210
877,197,-15,-15,210
862,182,-15,-15,210
847,167,-15,-15,210
832,152,-15,-15,210
817,137,-15,-15,210
802,122,-15,-15,210
787,107,-15,-15,210
772,92,-15,-15,210
757,107,-15,15,210
742,122,-15,15,210
727,137,-15,15,210
712,152,-15,15,210
697,167,-15,15,210
682,182,-15,15,210
667,197,-15,15,210
652,212,-15,15,210
637,227,-15,15,210
622,242,-15,15,210
607,257,-15,15,210
592,272,-15,15,210
577,287,-15,15,210
562,302,-15,15,210
547,317,-15,15,210
532,332,-15,15,210
517,347,-15,15,210
502,362,-15,15,210
487,377,-15,15,210
472,392,-15,15,210
457,407,-15,15,210
442,422,-15,15,210
427,437,-15,15,210
412,452,-15,15,210
397,467,-15,15,210
382,482,-15,15,210
367,467,-15,-15,210
352,452,-15,-15,210
337,437,-15,-15,210
322,422,-15,-15,210
307,407,-15,-15,210
292,392,-15,-15,210
277,377,-15,-15,210
262,362,-15,-15,210
247,347,-15,-15,210
232,332,-15,-15,210
217,317,-15,-15,210
202,302,-15,-15,210
187,287,-15,-15,210
172,272,-15,-15,210
157,257,-15,-15,210
142,242,-15,-15,210
127,227,-15,-15,210
112,212,-15,-15,210
97,197,-15,-15,210
82,182,-15,-15,210
67,167,-15,-15,210
52,152,-15,-15,210
37,137,-15,-15,210
22,122,-15,-15,210
7,107,-15,-15,210
-8,92,-15,-15,210
-23,107,-15,15,210
-38,122,-15,15,210
472,302,-15,15,210
457,317,-15,15,210
442,332,-15,15,210
427,347,-15,15,210
412,362,-15,15,210
397,377,-15,15,210
382,392,-15,15,210
367,407,-15,15,210
352,422,-15,15,210
337,437,-15,15,210
322,452,-15,15,210
307,467,-15,15,210
292,482,-15,15,210
277,467,-15,-15,210
262,452,-15,-15,210
247,437,-15,-15,210
232,422,-15,-15,210
217,407,-15,-15,210
202,392,-15,-15,210
187,377,-15,-15,210
172,362,-15,-15,210
157,347,-15,-15,210
142,332,-15,-15,210
127,317,-15,-15,210
112,302,-15,-15,210
97,287,-15,-15,210
82,272,-15,-15,210
67,257,-15,-15,210
52,242,-15,-15,210
67,227,15,-15,210
82,212,15,-15,210
97,197,15,-15,210
112,182,15,-15,210
127,167,15,-15,210
142,152,15,-15,210
157,137,15,-15,210
172,122,15,-15,210
187,107,15,-15,210
202,92,15,-15,210
217,107,15,15,210
232,122,15,15,210
247,137,15,15,210
262,152,15,15,210
277,167,15,15,210
292,182,15,15,210
307,197,15,15,210
322,212,15,15,210
337,227,15,15,210
352,242,15,15,210
367,257,15,15,210
382,272,15,15,210
397,287,15,15,210
