x,y,vx,vy,objet_raquette_2
227,407,-13,-12,200
214,395,-13,-12,200
201,383,-13,-12,200
188,371,-13,-12,200
175,359,-13,-12,200
162,347,-13,-12,200
149,335,-13,-12,200
136,323,-13,-12,200
123,311,-13,-12,200
110,299,-13,-12,200
97,287,-13,-12,200
84,275,-13,-12,200
71,263,-13,-12,200
58,251,-13,-12,200
45,239,-13,-12,200
58,227,13,-12,200
71,215,13,-12,200
84,203,13,-12,200
97,191,13,-12,200
110,179,13,-12,200
123,167,13,-12,200
136,155,13,-12,200
149,143,13,-12,200
162,131,13,-12,200
175,119,13,-12,200
188,107,13,-12,200
201,95,13,-12,200
214,107,13,12,200
227,119,13,12,200
240,131,13,12,200
253,143,13,12,210
266,155,13,12,210
279,167,13,12,210
292,179,13,12,210
305,191,13,12,220
318,203,13,12,220
331,215,13,12,220
344,227,13,12,220
357,239,13,12,230
370,251,13,12,230
383,263,13,12,230
396,275,13,12,230
409,287,13,12,240
422,299,13,12,240
435,311,13,12,240
448,323,13,12,250
461,335,13,12,250
474,347,13,12,250
487,359,13,12,260
500,371,13,12,260
513,383,13,12,260
526,395,13,12,260
539,407,13,12,270
552,419,13,12,270
565,431,13,12,270
578,443,13,12,280
591,455,13,12,280
604,467,13,12,280
617,479,13,12,280
630,467,13,-12,280
643,455,13,-12,280
656,443,13,-12,280
669,431,13,-12,270
682,419,13,-12,270
695,407,13,-12,270
708,395,13,-12,270
721,383,13,-12,270
734,371,13,-12,260
747,359,13,-12,260
760,347,13,-12,260
773,335,13,-12,250
786,323,13,-12,250
799,311,13,-12,250
812,299,13,-12,240
825,287,13,-12,240
838,275,13,-12,240
851,263,13,-12,230
864,251,13,-12,230
877,239,13,-12,230
890,227,13,-12,220
903,215,13,-12,220
916,203,13,-12,220
903,191,-13,-12,220
890,179,-13,-12,220
877,167,-13,-12,220
864,155,-13,-12,220
851,143,-13,-12,220
838,131,-13,-12,220
825,119,-13,-12,220
812,107,-13,-12,220
799,95,-13,-12,220
786,107,-13,12,220
773,119,-13,12,220
760,131,-13,12,220
747,143,-13,12,220
734,155,-13,12,220
721,167,-13,12,220
708,179,-13,12,220
695,191,-13,12,220
682,203,-13,12,220
669,215,-13,12,220
656,227,-13,12,220
643,239,-13,12,220
630,251,-13,12,220
617,263,-13,12,220
604,275,-13,12,220
591,287,-13,12,220
578,299,-13,12,220
565,311,-13,12,220
552,323,-13,12,220
539,335,-13,12,220
526,347,-13,12,220
513,359,-13,12,220
500,371,-13,12,220
487,383,-13,12,220
474,395,-13,12,220
461,407,-13,12,220
448,419,-13,12,220
435,431,-13,12,220
422,443,-13,12,220
409,455,-13,12,220
396,467,-13,12,220
383,479,-13,12,220
370,467,-13,-12,220
357,455,-13,-12,220
344,443,-13,-12,220
331,431,-13,-12,220
318,419,-13,-12,220
305,407,-13,-12,220
292,395,-13,-12,220
279,383,-13,-12,220
266,371,-13,-12,220
253,359,-13,-12,220
240,347,-13,-12,220
227,335,-13,-12,220
214,323,-13,-12,220
201,311,-13,-12,220
188,299,-13,-12,220
175,287,-13,-12,220
162,275,-13,-12,220
149,263,-13,-12,220
136,251,-13,-12,220
123,239,-13,-12,220
110,227,-13,-12,220
97,215,-13,-12,220
84,203,-13,-12,220
71,191,-13,-12,220
58,179,-13,-12,220
45,167,-13,-12,220
58,155,13,-12,220
71,143,13,-12,220
84,131,13,-12,220
97,119,13,-12,220
110,107,13,-12,220
123,95,13,-12,220
136,107,13,12,220
149,119,13,12,220
162,131,13,12,220
175,143,13,12,220
188,155,13,12,220
201,167,13,12,220
214,179,13,12,220
227,191,13,12,220
240,203,13,12,220
253,215,13,12,220
266,227,13,12,220
279,239,13,12,220
292,251,13,12,220
305,263,13,12,220
318,275,13,12,220
331,287,13,12,220
344,299,13,12,220
357,311,13,12,220
370,323,13,12,220
383,335,13,12,220
396,347,13,12,220
409,359,13,12,220
422,371,13,12,220
435,383,13,12,220
448,395,13,12,220
461,407,13,12,220
474,419,13,12,220
487,431,13,12,220
500,443,13,12,220
513,455,13,12,220
526,467,13,12,220
539,479,13,12,220
552,467,13,-12,220
565,455,13,-12,220
578,443,13,-12,220
591,431,13,-12,220
604,419,13,-12,220
617,407,13,-12,220
630,395,13,-12,220
643,383,13,-12,220
656,371,13,-12,220
669,359,13,-12,220
682,347,13,-12,210
695,335,13,-12,210
708,323,13,-12,210
721,311,13,-12,210
734,299,13,-12,210
747,287,13,-12,200
760,275,13,-12,200
773,263,13,-12,200
786,251,13,-12,190
799,239,13,-12,190
812,227,13,-12,190
825,215,13,-12,180
838,203,13,-12,180
851,191,13,-12,180
864,179,13,-12,170
877,167,13,-12,170
890,155,13,-12,170
903,143,13,-12,160
916,131,13,-12,160
903,119,-13,-12,160
890,107,-13,-12,150
877,95,-13,-12,150
864,107,-13,12,150
851,119,-13,12,150
838,131,-13,12,150
825,143,-13,12,150
812,155,-13,12,150
799,167,-13,12,150
786,179,-13,12,150
773,191,-13,12,150
760,203,-13,12,150
747,215,-13,12,150
734,227,-13,12,150
721,239,-13,12,150
708,251,-13,12,150
695,263,-13,12,150
682,275,-13,12,150
669,287,-13,12,150
656,299,-13,12,150
643,311,-13,12,150
630,323,-13,12,150
617,335,-13,12,150
604,347,-13,12,150
591,359,-13,12,150
578,371,-13,12,150
565,383,-13,12,150
552,395,-13,12,150
539,407,-13,12,150
526,419,-13,12,150
513,431,-13,12,150
500,443,-13,12,150
487,455,-13,12,150
474,467,-13,12,150
461,479,-13,12,150
448,467,-13,-12,150
435,455,-13,-12,150
422,443,-13,-12,150
409,431,-13,-12,150
396,419,-13,-12,150
383,407,-13,-12,150
370,395,-13,-12,150
357,383,-13,-12,150
344,371,-13,-12,150
331,359,-13,-12,150
318,347,-13,-12,150
305,335,-13,-12,150
292,323,-13,-12,150
279,311,-13,-12,150
266,299,-13,-12,150
253,287,-13,-12,150
240,275,-13,-12,150
227,263,-13,-12,150
214,251,-13,-12,150
201,239,-13,-12,150
188,227,-13,-12,150
175,215,-13,-12,150
162,203,-13,-12,150
149,191,-13,-12,150
136,179,-13,-12,150
123,167,-13,-12,150
110,155,-13,-12,150
97,143,-13,-12,150
84,131,-13,-12,150
71,119,-13,-12,150
58,107,-13,-12,150
45,95,-13,-12,150
32,107,-13,12,150
45,119,13,12,150
32,131,-13,12,150
45,143,13,12,150
32,155,-13,12,150
45,167,13,12,150
32,179,-13,12,150
45,191,13,12,150
32,203,-13,12,150
45,215,13,12,150
58,227,13,12,150
71,239,13,12,150
84,251,13,12,150
97,263,13,12,150
110,275,13,12,150
123,287,13,12,150
136,299,13,12,150
149,311,13,12,150
162,323,13,12,150
175,335,13,12,150
188,347,13,12,150
201,359,13,12,150
214,371,13,12,150
227,383,13,12,150
240,395,13,12,150
253,407,13,12,160
266,419,13,12,160
279,431,13,12,160
292,443,13,12,160
305,455,13,12,170
318,467,13,12,170
331,479,13,12,170
344,467,13,-12,170
357,455,13,-12,180
370,443,13,-12,180
383,431,13,-12,180
396,419,13,-12,190
409,407,13,-12,190
422,395,13,-12,190
435,383,13,-12,190
448,371,13,-12,200
461,359,13,-12,200
474,347,13,-12,200
487,335,13,-12,200
500,323,13,-12,200
513,311,13,-12,200
526,299,13,-12,200
539,287,13,-12,200
552,275,13,-12,200
565,263,13,-12,200
578,251,13,-12,200
591,239,13,-12,200
604,227,13,-12,200
617,215,13,-12,200
630,203,13,-12,210
643,191,13,-12,210
656,179,13,-12,210
669,167,13,-12,210
682,155,13,-12,210
695,143,13,-12,210
708,131,13,-12,210
721,119,13,-12,210
734,107,13,-12,210
747,95,13,-12,210
760,107,13,12,210
773,119,13,12,210
786,131,13,12,210
799,143,13,12,210
812,155,13,12,210
825,167,13,12,210
838,179,13,12,210
851,191,13,12,210
864,203,13,12,210
877,215,13,12,210
890,227,13,12,210
903,239,13,12,210
916,251,13,12,220
903,263,-13,12,220
890,275,-13,12,220
877,287,-13,12,220
864,299,-13,12,220
851,311,-13,12,220
838,323,-13,12,220
825,335,-13,12,220
812,347,-13,12,220
799,359,-13,12,220
786,371,-13,12,220
773,383,-13,12,220
760,395,-13,12,220
747,407,-13,12,220
734,419,-13,12,220
721,431,-13,12,220
708,443,-13,12,220
695,455,-13,12,220
682,467,-13,12,220
669,479,-13,12,220
656,467,-13,-12,220
643,455,-13,-12,220
630,443,-13,-12,220
617,431,-13,-12,220
604,419,-13,-12,220
591,407,-13,-12,220
578,395,-13,-12,220
565,383,-13,-12,220
552,371,-13,-12,220
539,359,-13,-12,220
526,347,-13,-12,220
513,335,-13,-12,220
500,323,-13,-12,220
487,311,-13,-12,220
474,299,-13,-12,220
461,287,-13,-12,220
448,275,-13,-12,220
435,263,-13,-12,220
422,251,-13,-12,220
409,239,-13,-12,220
396,227,-13,-12,220
383,215,-13,-12,220
370,203,-13,-12,220
357,191,-13,-12,220
344,179,-13,-12,220
331,167,-13,-12,220
318,155,-13,-12,220
305,143,-13,-12,220
292,131,-13,-12,220
279,119,-13,-12,220
266,107,-13,-12,220
253,95,-13,-12,220
240,107,-13,12,220
227,119,-13,12,220
214,131,-13,12,220
201,143,-13,12,220
188,155,-13,12,220
175,167,-13,12,220
162,179,-13,12,220
149,191,-13,12,220
136,203,-13,12,220
123,215,-13,12,220
110,227,-13,12,220
97,239,-13,12,220
84,251,-13,12,220
71,263,-13,12,220
58,275,-13,12,220
45,287,-13,12,220
58,299,13,12,220
71,311,13,12,220
84,323,13,12,220
97,335,13,12,220
110,347,13,12,220
123,359,13,12,220
136,371,13,12,220
149,383,13,12,220
162,395,13,12,220
175,407,13,12,220
188,419,13,12,220
201,431,13,12,220
214,443,13,12,220
227,455,13,12,220
240,467,13,12,220
253,479,13,12,220
266,467,13,-12,220
279,455,13,-12,220
292,443,13,-12,220
305,431,13,-12,220
318,419,13,-12,220
331,407,13,-12,220
344,395,13,-12,220
357,383,13,-12,220
370,371,13,-12,220
383,359,13,-12,220
396,347,13,-12,220
409,335,13,-12,220
422,323,13,-12,220
435,311,13,-12,220
448,299,13,-12,220
461,287,13,-12,220
474,275,13,-12,220
487,263,13,-12,220
500,251,13,-12,220
513,239,13,-12,210
526,227,13,-12,210
539,215,13,-12,210
552,203,13,-12,210
565,191,13,-12,210
578,179,13,-12,200
591,167,13,-12,200
604,155,13,-12,200
617,143,13,-12,200
630,131,13,-12,200
643,119,13,-12,200
656,107,13,-12,200
669,95,13,-12,210
682,107,13,12,210
695,119,13,12,210
708,131,13,12,210
721,143,13,12,210
734,155,13,12,210
747,167,13,12,220
760,179,13,12,220
773,191,13,12,220
786,203,13,12,230
799,215,13,12,230
812,227,13,12,230
825,239,13,12,240
838,251,13,12,240
851,263,13,12,240
864,275,13,12,240
877,287,13,12,250
890,299,13,12,250
903,311,13,12,250
916,323,13,12,260
903,335,-13,12,260
890,347,-13,12,260
877,359,-13,12,260
864,371,-13,12,260
851,383,-13,12,260
838,395,-13,12,260
825,407,-13,12,260
812,419,-13,12,260
799,431,-13,12,260
786,443,-13,12,260
773,455,-13,12,260
760,467,-13,12,260
747,479,-13,12,260
734,467,-13,-12,260
721,455,-13,-12,260
708,443,-13,-12,260
695,431,-13,-12,260
682,419,-13,-12,260
669,407,-13,-12,260
656,395,-13,-12,260
643,383,-13,-12,260
630,371,-13,-12,260
617,359,-13,-12,260
604,347,-13,-12,260
591,335,-13,-12,260
578,323,-13,-12,260
565,311,-13,-12,260
552,299,-13,-12,260
539,287,-13,-12,260
526,275,-13,-12,260
513,263,-13,-12,260
500,251,-13,-12,260
487,239,-13,-12,260
474,227,-13,-12,260
461,215,-13,-12,260
448,203,-13,-12,260
435,191,-13,-12,260
422,179,-13,-12,260
409,167,-13,-12,260
396,155,-13,-12,260
383,143,-13,-12,260
370,131,-13,-12,260
357,119,-13,-12,260
344,107,-13,-12,260
331,95,-13,-12,260
318,107,-13,12,260
305,119,-13,12,260
292,131,-13,12,260
279,143,-13,12,260
266,155,-13,12,260
253,167,-13,12,260
240,179,-13,12,260
227,191,-13,12,260
214,203,-13,12,260
201,215,-13,12,260
188,227,-13,12,260
175,239,-13,12,260
162,251,-13,12,260
149,263,-13,12,260
136,275,-13,12,260
123,287,-13,12,260
110,299,-13,12,260
97,311,-13,12,260
84,323,-13,12,260
71,335,-13,12,260
58,347,-13,12,260
45,359,-13,12,260
58,371,13,12,260
71,383,13,12,260
84,395,13,12,260
97,407,13,12,260
110,419,13,12,260
123,431,13,12,260
136,443,13,12,260
149,455,13,12,260
162,467,13,12,260
175,479,13,12,260
188,467,13,-12,260
201,455,13,-12,260
214,443,13,-12,260
227,431,13,-12,260
240,419,13,-12,260
253,407,13,-12,260
266,395,13,-12,260
279,383,13,-12,270
292,371,13,-12,270
305,359,13,-12,270
318,347,13,-12,270
331,335,13,-12,270
344,323,13,-12,270
357,311,13,-12,270
370,299,13,-12,280
383,287,13,-12,280
396,275,13,-12,280
409,263,13,-12,280
422,251,13,-12,280
435,239,13,-12,280
448,227,13,-12,290
461,215,13,-12,290
474,203,13,-12,290
487,191,13,-12,290
500,179,13,-12,290
513,167,13,-12,290
526,155,13,-12,300
539,143,13,-12,300
552,131,13,-12,300
565,119,13,-12,300
578,107,13,-12,300
591,95,13,-12,300
604,107,13,12,300
617,119,13,12,300
630,131,13,12,300
643,143,13,12,300
656,155,13,12,300
669,167,13,12,300
682,179,13,12,300
695,191,13,12,300
708,203,13,12,310
721,215,13,12,310
734,227,13,12,310
747,239,13,12,310
760,251,13,12,320
773,263,13,12,320
786,275,13,12,320
799,287,13,12,320
812,299,13,12,330
825,311,13,12,330
838,323,13,12,330
851,335,13,12,330
864,347,13,12,340
877,359,13,12,340
890,371,13,12,340
903,383,13,12,340
916,395,13,12,350
903,407,-13,12,350
890,419,-13,12,350
877,431,-13,12,350
864,443,-13,12,350
851,455,-13,12,350
838,467,-13,12,350
825,479,-13,12,350
812,467,-13,-12,350
799,455,-13,-12,350
786,443,-13,-12,350
773,431,-13,-12,350
760,419,-13,-12,350
747,407,-13,-12,350
734,395,-13,-12,350
721,383,-13,-12,350
708,371,-13,-12,350
695,359,-13,-12,350
682,347,-13,-12,350
669,335,-13,-12,350
656,323,-13,-12,350
643,311,-13,-12,350
630,299,-13,-12,350
617,287,-13,-12,350
604,275,-13,-12,350
591,263,-13,-12,350
578,251,-13,-12,350
565,239,-13,-12,350
552,227,-13,-12,350
539,215,-13,-12,350
526,203,-13,-12,350
513,191,-13,-12,350
500,179,-13,-12,350
487,167,-13,-12,350
474,155,-13,-12,350
461,143,-13,-12,350
448,131,-13,-12,350
435,119,-13,-12,350
422,107,-13,-12,350
409,95,-13,-12,350
396,107,-13,12,350
383,119,-13,12,350
370,131,-13,12,350
357,143,-13,12,350
344,155,-13,12,350
331,167,-13,12,350
318,179,-13,12,350
305,191,-13,12,350
292,203,-13,12,350
279,215,-13,12,350
266,227,-13,12,350
253,239,-13,12,350
240,251,-13,12,350
227,263,-13,12,350
214,275,-13,12,350
201,287,-13,12,350
188,299,-13,12,350
175,311,-13,12,350
162,323,-13,12,350
149,335,-13,12,350
136,347,-13,12,350
123,359,-13,12,350
110,371,-13,12,350
97,383,-13,12,350
84,395,-13,12,350
71,407,-13,12,350
58,419,-13,12,350
45,431,-13,12,350
58,443,13,12,350
71,455,13,12,350
84,467,13,12,350
97,479,13,12,350
110,467,13,-12,350
123,455,13,-12,350
136,443,13,-12,350
149,431,13,-12,350
162,419,13,-12,350
175,407,13,-12,350
188,395,13,-12,350
201,383,13,-12,350
214,371,13,-12,350
227,359,13,-12,350
240,347,13,-12,350
253,335,13,-12,350
266,323,13,-12,350
279,311,13,-12,350
292,299,13,-12,350
305,287,13,-12,350
318,275,13,-12,350
331,263,13,-12,350
344,251,13,-12,350
357,239,13,-12,350
370,227,13,-12,350
383,215,13,-12,350
396,203,13,-12,350
409,191,13,-12,350
422,179,13,-12,350
435,167,13,-12,350
448,155,13,-12,350
461,143,13,-12,350
474,131,13,-12,350
487,119,13,-12,350
500,107,13,-12,350
513,95,13,-12,350
526,107,13,12,350
539,119,13,12,350
552,131,13,12,350
565,143,13,12,350
578,155,13,12,350
591,167,13,12,350
604,179,13,12,350
617,191,13,12,350
630,203,13,12,350
643,215,13,12,360
656,227,13,12,360
669,239,13,12,360
682,251,13,12,360
695,263,13,12,360
708,275,13,12,370
721,287,13,12,370
734,299,13,12,370
747,311,13,12,370
760,323,13,12,380
773,335,13,12,380
786,347,13,12,380
799,359,13,12,380
812,371,13,12,390
825,383,13,12,390
838,395,13,12,390
851,407,13,12,390
864,419,13,12,400
877,431,13,12,400
890,443,13,12,400
903,455,13,12,400
916,467,13,12,400
903,479,-13,12,400
890,467,-13,-12,400
877,455,-13,-12,400
864,443,-13,-12,400
851,431,-13,-12,400
838,419,-13,-12,400
825,407,-13,-12,400
812,395,-13,-12,400
799,383,-13,-12,400
786,371,-13,-12,400
773,359,-13,-12,400
760,347,-13,-12,400
747,335,-13,-12,400
734,323,-13,-12,400
721,311,-13,-12,400
708,299,-13,-12,400
695,287,-13,-12,400
682,275,-13,-12,400
669,263,-13,-12,400
656,251,-13,-12,400
643,239,-13,-12,400
630,227,-13,-12,400
617,215,-13,-12,400
604,203,-13,-12,400
591,191,-13,-12,400
578,179,-13,-12,400
565,167,-13,-12,400
552,155,-13,-12,400
539,143,-13,-12,400
526,131,-13,-12,400
513,119,-13,-12,400
500,107,-13,-12,400
487,95,-13,-12,400
474,107,-13,12,400
461,119,-13,12,400
448,131,-13,12,400
435,143,-13,12,400
422,155,-13,12,400
409,167,-13,12,400
396,179,-13,12,400
383,191,-13,12,400
370,203,-13,12,400
357,215,-13,12,400
344,227,-13,12,400
331,239,-13,12,400
318,251,-13,12,400
305,263,-13,12,400
292,275,-13,12,400
279,287,-13,12,400
266,299,-13,12,400
253,311,-13,12,400
240,323,-13,12,400
227,335,-13,12,400
214,347,-13,12,400
201,359,-13,12,400
188,371,-13,12,400
175,383,-13,12,400
162,395,-13,12,400
149,407,-13,12,400
136,419,-13,12,400
123,431,-13,12,400
110,443,-13,12,400
97,455,-13,12,400
84,467,-13,12,400
71,479,-13,12,400
58,467,-13,-12,400
45,455,-13,-12,400
58,443,13,-12,400
71,431,13,-12,400
84,419,13,-12,400
97,407,13,-12,400
110,395,13,-12,400
123,383,13,-12,400
136,371,13,-12,400
149,359,13,-12,400
162,347,13,-12,400
175,335,13,-12,400
188,323,13,-12,400
201,311,13,-12,400
214,299,13,-12,400
227,287,13,-12,400
240,275,13,-12,400
253,263,13,-12,400
266,251,13,-12,400
279,239,13,-12,400
292,227,13,-12,400
305,215,13,-12,400
318,203,13,-12,390
331,191,13,-12,390
344,179,13,-12,390
357,167,13,-12,390
370,155,13,-12,390
383,143,13,-12,390
396,131,13,-12,380
409,119,13,-12,380
422,107,13,-12,380
435,95,13,-12,370
448,107,13,12,370
461,119,13,12,370
474,131,13,12,370
487,143,13,12,360
500,155,13,12,360
513,167,13,12,360
526,179,13,12,350
539,191,13,12,350
552,203,13,12,350
565,215,13,12,350
578,227,13,12,350
591,239,13,12,350
604,251,13,12,350
617,263,13,12,350
630,275,13,12,350
643,287,13,12,350
656,299,13,12,350
669,311,13,12,350
682,323,13,12,350
695,335,13,12,350
708,347,13,12,350
721,359,13,12,350
734,371,13,12,350
747,383,13,12,350
760,395,13,12,360
773,407,13,12,360
786,419,13,12,360
799,431,13,12,360
812,443,13,12,370
825,455,13,12,370
838,467,13,12,370
851,479,13,12,370
864,467,13,-12,380
877,455,13,-12,380
890,443,13,-12,380
903,431,13,-12,390
916,419,13,-12,390
903,407,-13,-12,390
890,395,-13,-12,390
877,383,-13,-12,390
864,371,-13,-12,390
851,359,-13,-12,390
838,347,-13,-12,390
825,335,-13,-12,390
812,323,-13,-12,390
799,311,-13,-12,390
786,299,-13,-12,390
773,287,-13,-12,390
760,275,-13,-12,390
747,263,-13,-12,390
734,251,-13,-12,390
721,239,-13,-12,390
708,227,-13,-12,390
695,215,-13,-12,390
682,203,-13,-12,390
669,191,-13,-12,390
656,179,-13,-12,390
643,167,-13,-12,390
630,155,-13,-12,390
617,143,-13,-12,390
604,131,-13,-12,390
591,119,-13,-12,390
578,107,-13,-12,390
565,95,-13,-12,390
552,107,-13,12,390
539,119,-13,12,390
526,131,-13,12,390
513,143,-13,12,390
500,155,-13,12,390
487,167,-13,12,390
474,179,-13,12,390
461,191,-13,12,390
448,203,-13,12,390
435,215,-13,12,390
422,227,-13,12,390
409,239,-13,12,390
396,251,-13,12,390
383,263,-13,12,390
370,275,-13,12,390
357,287,-13,12,390
344,299,-13,12,390
331,311,-13,12,390
318,323,-13,12,390
305,335,-13,12,390
292,347,-13,12,390
279,359,-13,12,390
266,371,-13,12,390
253,383,-13,12,390
240,395,-13,12,390
227,407,-13,12,390
214,419,-13,12,390
201,431,-13,12,390
188,443,-13,12,390
175,455,-13,12,390
162,467,-13,12,390
149,479,-13,12,390
136,467,-13,-12,390
123,455,-13,-12,390
110,443,-13,-12,390
97,431,-13,-12,390
84,419,-13,-12,390
71,407,-13,-12,390
58,395,-13,-12,390
45,383,-13,-12,390
58,371,13,-12,390
71,359,13,-12,390
84,347,13,-12,390
97,335,13,-12,390
110,323,13,-12,390
123,311,13,-12,390
136,299,13,-12,390
149,287,13,-12,390
162,275,13,-12,390
175,263,13,-12,390
188,251,13,-12,390
201,239,13,-12,390
214,227,13,-12,390
227,215,13,-12,390
240,203,13,-12,390
253,191,13,-12,380
266,179,13,-12,380
279,167,13,-12,380
292,155,13,-12,380
305,143,13,-12,380
318,131,13,-12,370
331,119,13,-12,370
344,107,13,-12,370
357,95,13,-12,360
370,107,13,12,360
383,119,13,12,360
396,131,13,12,360
409,143,13,12,360
422,155,13,12,360
435,167,13,12,360
448,179,13,12,360
461,191,13,12,360
474,203,13,12,360
487,215,13,12,360
500,227,13,12,360
513,239,13,12,360
526,251,13,12,350
539,263,13,12,350
552,275,13,12,350
565,287,13,12,350
578,299,13,12,340
591,311,13,12,340
604,323,13,12,340
617,335,13,12,340
630,347,13,12,330
643,359,13,12,330
656,371,13,12,330
669,383,13,12,330
682,395,13,12,320
695,407,13,12,320
708,419,13,12,320
721,431,13,12,310
734,443,13,12,310
747,455,13,12,300
760,467,13,12,300
773,479,13,12,300
786,467,13,-12,300
799,455,13,-12,300
812,443,13,-12,300
825,431,13,-12,300
838,419,13,-12,300
851,407,13,-12,300
864,395,13,-12,300
877,383,13,-12,300
890,371,13,-12,300
903,359,13,-12,300
916,347,13,-12,300
903,335,-13,-12,300
890,323,-13,-12,300
877,311,-13,-12,300
864,299,-13,-12,300
851,287,-13,-12,300
838,275,-13,-12,300
825,263,-13,-12,300
812,251,-13,-12,300
799,239,-13,-12,300
786,227,-13,-12,300
773,215,-13,-12,300
760,203,-13,-12,300
747,191,-13,-12,300
734,179,-13,-12,300
721,167,-13,-12,300
708,155,-13,-12,300
695,143,-13,-12,300
682,131,-13,-12,300
669,119,-13,-12,300
656,107,-13,-12,300
643,95,-13,-12,300
630,107,-13,12,300
617,119,-13,12,300
604,131,-13,12,300
591,143,-13,12,300
578,155,-13,12,300
565,167,-13,12,300
552,179,-13,12,300
539,191,-13,12,300
526,203,-13,12,300
513,215,-13,12,300
500,227,-13,12,300
487,239,-13,12,300
474,251,-13,12,300
461,263,-13,12,300
448,275,-13,12,300
435,287,-13,12,300
422,299,-13,12,300
409,311,-13,12,300
396,323,-13,12,300
383,335,-13,12,300
370,347,-13,12,300
357,359,-13,12,300
344,371,-13,12,300
331,383,-13,12,300
318,395,-13,12,300
305,407,-13,12,300
292,419,-13,12,300
279,431,-13,12,300
266,443,-13,12,300
253,455,-13,12,300
240,467,-13,12,300
227,479,-13,12,300
214,467,-13,-12,300
201,455,-13,-12,300
188,443,-13,-12,300
175,431,-13,-12,300
162,419,-13,-12,300
149,407,-13,-12,300
136,395,-13,-12,300
123,383,-13,-12,300
110,371,-13,-12,300
97,359,-13,-12,300
84,347,-13,-12,300
71,335,-13,-12,300
58,323,-13,-12,300
45,311,-13,-12,300
58,299,13,-12,300
71,287,13,-12,300
84,275,13,-12,300
97,263,13,-12,300
110,251,13,-12,300
123,239,13,-12,300
136,227,13,-12,300
149,215,13,-12,300
162,203,13,-12,300
175,191,13,-12,300
188,179,13,-12,300
201,167,13,-12,300
214,155,13,-12,300
227,143,13,-12,300
240,131,13,-12,300
253,119,13,-12,300
266,107,13,-12,300
279,95,13,-12,300
292,107,13,12,300
305,119,13,12,300
318,131,13,12,300
331,143,13,12,300
344,155,13,12,300
357,167,13,12,300
370,179,13,12,300
383,191,13,12,300
396,203,13,12,300
409,215,13,12,300
422,227,13,12,300
435,239,13,12,300
448,251,13,12,300
461,263,13,12,300
474,275,13,12,300
487,287,13,12,300
500,299,13,12,300
513,311,13,12,300
526,323,13,12,300
539,335,13,12,300
552,347,13,12,300
565,359,13,12,290
578,371,13,12,290
591,383,13,12,290
604,395,13,12,290
617,407,13,12,280
630,419,13,12,280
643,431,13,12,280
656,443,13,12,280
669,455,13,12,270
682,467,13,12,270
695,479,13,12,270
708,467,13,-12,260
721,455,13,-12,260
734,443,13,-12,260
747,431,13,-12,260
760,419,13,-12,260
773,407,13,-12,260
786,395,13,-12,260
799,383,13,-12,260
812,371,13,-12,260
825,359,13,-12,260
838,347,13,-12,260
851,335,13,-12,260
864,323,13,-12,250
877,311,13,-12,250
890,299,13,-12,250
903,287,13,-12,240
916,275,13,-12,240
903,263,-13,-12,240
890,251,-13,-12,240
877,239,-13,-12,240
864,227,-13,-12,240
851,215,-13,-12,240
838,203,-13,-12,240
825,191,-13,-12,240
812,179,-13,-12,240
799,167,-13,-12,240
786,155,-13,-12,240
773,143,-13,-12,240
760,131,-13,-12,240
747,119,-13,-12,240
734,107,-13,-12,240
721,95,-13,-12,240
708,107,-13,12,240
695,119,-13,12,240
682,131,-13,12,240
669,143,-13,12,240
656,155,-13,12,240
643,167,-13,12,240
630,179,-13,12,240
617,191,-13,12,240
604,203,-13,12,240
591,215,-13,12,240
578,227,-13,12,240
565,239,-13,12,240
552,251,-13,12,240
539,263,-13,12,240
526,275,-13,12,240
513,287,-13,12,240
500,299,-13,12,240
487,311,-13,12,240
474,323,-13,12,240
461,335,-13,12,240
448,347,-13,12,240
435,359,-13,12,240
422,371,-13,12,240
409,383,-13,12,240
396,395,-13,12,240
383,407,-13,12,240
370,419,-13,12,240
357,431,-13,12,240
344,443,-13,12,240
331,455,-13,12,240
318,467,-13,12,240
305,479,-13,12,240
292,467,-13,-12,240
279,455,-13,-12,240
266,443,-13,-12,240
253,431,-13,-12,240
240,419,-13,-12,240
227,407,-13,-12,240
214,395,-13,-12,240
201,383,-13,-12,240
188,371,-13,-12,240
175,359,-13,-12,240
162,347,-13,-12,240
149,335,-13,-12,240
136,323,-13,-12,240
123,311,-13,-12,240
110,299,-13,-12,240
97,287,-13,-12,240
84,275,-13,-12,240
71,263,-13,-12,240
58,251,-13,-12,240
45,239,-13,-12,240
58,227,13,-12,240
71,215,13,-12,240
84,203,13,-12,240
97,191,13,-12,240
110,179,13,-12,240
123,167,13,-12,240
136,155,13,-12,240
149,143,13,-12,240
162,131,13,-12,240
175,119,13,-12,240
188,107,13,-12,240
201,95,13,-12,240
214,107,13,12,240
227,119,13,12,240
240,131,13,12,240
253,143,13,12,240
266,155,13,12,240
279,167,13,12,240
292,179,13,12,240
305,191,13,12,240
318,203,13,12,240
331,215,13,12,240
344,227,13,12,240
357,239,13,12,240
370,251,13,12,240
383,263,13,12,250
396,275,13,12,250
409,287,13,12,250
422,299,13,12,250
435,311,13,12,250
448,323,13,12,260
461,335,13,12,260
474,347,13,12,260
487,359,13,12,260
500,371,13,12,260
513,383,13,12,260
526,395,13,12,260
539,407,13,12,260
552,419,13,12,260
565,431,13,12,250
578,443,13,12,250
